36.7288589 -4.4727979 5 5
36.7451134 -4.3890905 30 30
36.7275772 -4.3592567 5 5
36.7249603 -4.4244585 10 10
36.7191391 -4.4281778 10 10
36.6841469 -4.4494348 15 15
36.7185555 -4.4403281 10 10
36.736721 -4.4249768 20 20
36.6495667 -4.488718 10 10
36.7350998 -4.5438042 15 15
36.7132912 -4.4625945 5 5
36.7031136 -4.4934072 5 5
36.6942863 -4.4661903 5 5
36.7152321 -4.4851777 15 15
