2017.0 419.0 968.0 1460.0 2137.0 1838.0 905.0 924.0 2587.0 539.0 81.0 1840.0 1295.0 1905.0 3890.0 1498.0 933.0 846.0 1397.0 3162.0
2017.0 419.0 608.0 1460.0 2137.0 1838.0 924.0 2587.0 539.0 1017.0 3162.0 81.0 1840.0 976.0 1295.0 1905.0 3890.0 1054.0 846.0 1397.0 1498.0
642.0 2017.0 419.0 608.0 1460.0 2137.0 1838.0 1389.0 924.0 2587.0 700.0 1017.0 81.0 1840.0 976.0 1295.0 1905.0 3890.0 1534.0 1054.0 1397.0 3162.0
789.0 2017.0 419.0 1919.0 608.0 1460.0 2137.0 1838.0 878.0 924.0 2587.0 539.0 348.0 1840.0 976.0 3890.0 1534.0 708.0 795.0 1054.0 2634.0 1523.0 3162.0
789.0 2017.0 1919.0 608.0 1460.0 2137.0 516.0 732.0 878.0 924.0 2587.0 539.0 348.0 1840.0 3890.0 1534.0 708.0 795.0 1054.0 1980.0 2634.0 912.0 1523.0 3162.0
789.0 2017.0 1919.0 608.0 1460.0 2206.0 2137.0 1838.0 878.0 924.0 2587.0 539.0 348.0 700.0 787.0 719.0 1901.0 3890.0 1534.0 1000.0 795.0 2634.0 988.0 1523.0 3162.0
2017.0 1184.0 1919.0 608.0 1460.0 1022.0 2206.0 2137.0 1838.0 1687.0 878.0 924.0 2587.0 539.0 719.0 1402.0 1901.0 3890.0 439.0 787.0 312.0 795.0 1054.0 2634.0 988.0 3162.0
2017.0 1184.0 1919.0 608.0 1460.0 2137.0 1838.0 516.0 1687.0 878.0 924.0 2587.0 539.0 700.0 1901.0 3890.0 1588.0 880.0 787.0 312.0 1000.0 795.0 2230.0 918.0 2634.0 988.0 3162.0
2017.0 1184.0 1919.0 608.0 1460.0 2137.0 1838.0 516.0 1687.0 878.0 1025.0 1538.0 2587.0 539.0 700.0 1901.0 3890.0 787.0 880.0 312.0 1000.0 795.0 2230.0 918.0 2634.0 988.0 3162.0 615.0
1326.0 2017.0 1919.0 608.0 1460.0 2137.0 1838.0 516.0 1025.0 1687.0 1538.0 785.0 2587.0 539.0 1017.0 787.0 1901.0 3890.0 2724.0 612.0 312.0 1000.0 795.0 2230.0 918.0 988.0 1397.0 3162.0 615.0
1326.0 2017.0 1190.0 1919.0 608.0 1460.0 2137.0 1838.0 516.0 1025.0 1687.0 2587.0 539.0 787.0 333.0 1901.0 3890.0 1588.0 2724.0 880.0 708.0 312.0 795.0 1054.0 2230.0 918.0 988.0 1397.0 3162.0 615.0
