32534.929199189522 1830987.0
15507.732766114601 801001.0
29666.74627619054 1510699.0
31604.757982310024 1694931.0
25984.29117798117 1234239.0
26540.679271640554 1303418.0
17979.31676714331 837646.0
29145.30267749186 1466299.0
24469.691437107802 1134229.0
22184.42126098754 1018630.0
19631.230929097135 924271.0
18073.353869685263 851711.0
20759.56530365091 963553.0
23361.86999572083 1105864.0
22332.708526489627 1033456.0
19108.5027309952 913465.0
24905.9634242107 1179732.0
27542.978349711368 1361767.0
28335.106853580422 1423610.0
27542.978349711368 1361767.0
