41272.25047012235 2116788.0
22228.639602041334 863062.0
39216.24138575474 1940715.0
40508.085627432985 2044177.0
34445.02346817958 1516800.0
36659.26523278651 1692035.0
28424.862161784647 1170775.0
27179.33526548174 1115197.0
28897.163635641682 1231555.0
30306.245832340424 1251168.0
37957.82729256679 1830785.0
24629.058212454926 1060891.0
32431.923569767547 1368165.0
32836.25350776359 1443051.0
23460.45312074865 933527.0
31504.65138672394 1257224.0
31594.836555107784 1338618.0
35532.7518872461 1604896.0
23073.654653768113 920760.0
37957.82729256679 1830785.0
