9043.960831182878 729450.0
31148.41575119556 1614924.0
10600.056729791584 755333.0
30527.85898241675 1475716.0
15109.617006802931 768479.0
17368.074419987057 836146.0
21081.28030802475 936134.0
29033.30457492955 1356222.0
23440.84491787715 1047894.0
15283.71390849434 798911.0
27137.376735957314 1206636.0
21935.570167533013 1025862.0
26050.06796670824 1132392.0
28054.593429581768 1299434.0
27189.068076665713 1223157.0
24469.167553010975 1091283.0
24702.829393412296 1105770.0
20286.619513292255 907232.0
18705.71909959499 866123.0
28054.593429581768 1299434.0
