36.6927317341 -4.45196048393 1245.0
36.7101879608 -4.44618082859 1762.0
36.7091801795 -4.44902016995 6398.0
36.7219947614 -4.38555017022 717.0
36.7267994629 -4.40410499949 449.0
36.758080232 -4.42095010212 106.0
36.7199873664 -4.40235163974 1514.0
36.6494348191 -4.48118905315 88.0
36.7211702567 -4.42082310087 4662.0
36.7227598396 -4.46635369084 2049.0
36.7234349442 -4.4658820494 1980.0
36.7244409292 -4.46905062157 625.0
36.7175974456 -4.35819413438 892.0
36.7244775532 -4.36038540717 559.0
36.7252552092 -4.35701099473 1713.0
36.7249204578 -4.41468789146 2472.0
36.7195453813 -4.35303117132 595.0
36.7223729445 -4.39158281856 292.0
36.7229639026 -4.34502445201 12.0
36.7281517049 -4.36703534055 670.0
36.7262816992 -4.38956499496 1510.0
36.7268117425 -4.39916926137 1070.0
36.7290907022 -4.42121192301 2937.0
36.7280698127 -4.41783168573 5193.0
36.7205411895 -4.44225868834 4044.0
36.7203016517 -4.43316076263 5176.0
36.7208889346 -4.4745892511 3807.0
36.7167787557 -4.46128883989 3350.0
36.7223288329 -4.45945129691 3192.0
36.7093669522 -4.43121565503 4217.0
36.7217771133 -4.47998448488 1995.0
36.7317637807 -4.40381477602 2165.0
36.723712351 -4.43947312925 4245.0
36.7337732341 -4.43383912996 3179.0
36.7361976502 -4.4276204756 29.0
36.726283357 -4.39411620081 98.0
36.727129386 -4.40120332076 802.0
36.7416121796 -4.42656095227 1240.0
36.7461458404 -4.4278624901 6620.0
36.7327131352 -4.41502115682 4479.0
36.727443476 -4.3946042155 70.0
36.7295221186 -4.35650339545 639.0
36.7249773925 -4.35001065242 434.0
36.7215543544 -4.35224253623 820.0
36.7393054355 -4.41939335567 3151.0
36.7150493086 -4.42817053668 3529.0
36.7115418719 -4.42806482508 2590.0
36.7131430969 -4.43134416006 1351.0
36.7053385303 -4.43302266015 5957.0
36.7189446026 -4.42694743815 2236.0
36.7228711866 -4.34948762795 589.0
36.7171998988 -4.34408835544 1415.0
36.718120761 -4.34927561088 588.0
36.7168623119 -4.34838781833 209.0
36.7264170302 -4.37438416662 403.0
36.7284001588 -4.37693382878 430.0
36.7330198971 -4.38288297769 6097.0
36.7235410717 -4.38068121708 468.0
36.7241670611 -4.38121720543 280.0
36.7292205238 -4.39004138855 794.0
36.7299284047 -4.39528982095 773.0
36.7297168059 -4.42832955264 2528.0
36.7249759533 -4.43133179784 17152.0
36.7287311974 -4.40771861986 435.0
36.7300971443 -4.41384890105 4933.0
36.726473126 -4.37157429584 1749.0
36.7257302994 -4.41642244187 1662.0
36.6819928877 -4.44314849984 1.0
36.7248572385 -4.45422625356 2445.0
36.6989185409 -4.47580035771 1955.0
36.6529540925 -4.51458443355 305.0
36.6522826091 -4.50916892895 16.0
36.6696396559 -4.51015688912 5.0
36.6578123796 -4.5031686397 1616.0
