1 36.6875608 -4.4502966
2 36.6875608 -4.4502966
3 36.68732125 -4.4495633
4 36.68732125 -4.4495633
5 36.6871714 -4.4491083
6 36.6871714 -4.4491083
7 36.68203585 -4.468755
8 36.72545515 -4.38827835
9 36.72545515 -4.38827835
10 36.69416995 -4.45968165
11 36.69416995 -4.45968165
12 36.6924817 -4.4597816
13 36.6924817 -4.4597816
16 36.70601995 -4.4422612
17 36.7072996 -4.44311125
18 36.70789545 -4.44350635
19 36.7195828 -4.4799338
20 36.7195828 -4.4799338
21 36.71950905 -4.4800403
22 36.71950905 -4.4800403
23 36.71945805 -4.4799627
24 36.71945805 -4.4799627
25 36.7195318 -4.4798562
26 36.7195318 -4.4798562
27 36.74934815 -4.42435075
28 36.74934815 -4.42435075
29 36.68156405 -4.46955955
30 36.6815581 -4.4699046
31 36.6817702 -4.46993695
32 36.7215881 -4.35980615
33 36.7215881 -4.35980615
42 36.72217465 -4.3366188
43 36.72217465 -4.3366188
46 36.73228625 -4.43212185
47 36.704721 -4.46112485
48 36.704721 -4.46112485
49 36.7051558 -4.46137695
50 36.7051558 -4.46137695
51 36.70563935 -4.4616573
52 36.70563935 -4.4616573
53 36.7061269 -4.46194
54 36.7061269 -4.46194
55 36.706601 -4.4622149
56 36.706601 -4.4622149
57 36.7064179 -4.4627377
58 36.7064179 -4.4627377
59 36.7059309 -4.46245575
60 36.7059309 -4.46245575
61 36.7054463 -4.4621722
62 36.7054463 -4.4621722
63 36.70496485 -4.46189045
64 36.70496485 -4.46189045
65 36.70453075 -4.46163645
66 36.70453075 -4.46163645
67 36.70421645 -4.4615188
68 36.70421645 -4.4615188
69 36.70653975 -4.46238985
70 36.70653975 -4.46238985
71 36.706062 -4.46211075
72 36.706062 -4.46211075
73 36.7055758 -4.46182675
74 36.7055758 -4.46182675
75 36.7050933 -4.46154495
76 36.7050933 -4.46154495
77 36.7046591 -4.4612913
78 36.7046591 -4.4612913
79 36.7045946 -4.4614647
80 36.7045946 -4.4614647
81 36.7050296 -4.46171625
82 36.7050296 -4.46171625
83 36.7055125 -4.46199555
84 36.7055125 -4.46199555
85 36.7059972 -4.46228125
86 36.7059972 -4.46228125
87 36.7064781 -4.46256615
88 36.7064781 -4.46256615
91 36.71439145 -4.44478595
92 36.71439145 -4.44478595
101 36.72378125 -4.445467
104 36.6983489 -4.4550203
105 36.72133165 -4.3629482
106 36.7211221 -4.36297035
107 36.72067565 -4.3630189
108 36.7200041 -4.3630876
